Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
3183,11894,11894,89122,58569,0.82,9740,72890,59966,0.12,1427,2211,959,11894,93131,61427,11894,3980,1382,0.14,1657,99587,25002,0.13,1499,71050,8112,0.82,9808,29171,13579,14104,179310,48029
3184,10409,10409,101637,69014,0.80,8357,87906,70000,0.15,1594,1322,679,10409,107219,72561,10409,5414,1600,0.15,1522,107842,30784,0.14,1412,70794,9936,0.85,8841,33851,16772,12431,229639,77088
3185,8813,8813,99177,62178,0.76,6707,86932,65588,0.16,1452,2738,1728,8813,103968,65930,8813,4731,1409,0.12,1069,119569,35035,0.11,987,64029,10730,0.81,7139,34969,15905,9874,269310,81857
3186,16376,16376,154721,66613,0.61,10066,109526,65788,0.22,3530,3716,2740,16376,168616,71628,16376,13674,1244,0.10,1712,210842,38818,0.10,1573,145060,13131,0.76,12509,70102,21939,17066,643786,167137
3187,10373,10373,102854,59525,0.67,6964,95903,65992,0.20,2119,2471,1391,10373,107468,63583,10373,4340,1144,0.10,1027,218950,40213,0.09,948,181973,13260,0.76,7851,40113,18342,10975,350680,135175
3188,11590,11590,111523,62773,0.73,8478,99921,68064,0.18,2122,1180,306,11590,115914,66626,11590,4300,1322,0.10,1179,106890,28902,0.09,1081,71211,9057,0.78,8985,43615,18577,12878,311927,124775
3189,4044,4044,69875,55424,0.78,3161,73427,62857,0.17,687,198,-342,4044,72738,58010,4044,2695,1084,0.10,423,77986,31840,0.10,403,51076,10926,0.79,3200,19907,13125,4484,166753,79174
3190,7480,7480,80444,60444,0.80,6015,81496,66913,0.16,1185,-288,-176,7480,83651,63496,7480,3181,1336,0.10,777,72326,30957,0.10,728,45164,10228,0.81,6032,24720,14769,8169,183649,95394
3191,7117,7117,106752,63274,0.71,5032,96059,67992,0.18,1282,955,774,7117,111580,67311,7117,4638,1308,0.09,660,144857,30240,0.09,620,113614,9718,0.77,5492,41344,18826,7667,386117,145007
3192,14673,14673,71750,56091,0.79,11578,74142,63022,0.16,2303,359,-100,14673,74686,58774,14673,2881,1110,0.10,1538,76639,27300,0.10,1436,53939,9742,0.78,11497,21116,13370,16268,174237,84437
3193,13424,13424,108747,57792,0.67,9042,93758,64805,0.20,2639,2265,1263,13424,113067,61786,13424,4229,1074,0.09,1219,99780,36540,0.09,1146,57757,9682,0.75,10011,44135,18190,14460,410497,167747
3194,8726,8726,75448,56247,0.77,6740,74921,63116,0.16,1370,1672,180,8726,78568,58782,8726,3073,1072,0.09,799,96008,26997,0.09,754,71677,7312,0.79,6868,22917,13378,9538,213089,94553
3195,23099,23099,77800,57981,0.80,18431,75168,63049,0.19,4342,304,-320,23099,81045,60829,23099,3141,1162,0.09,2146,122365,32975,0.09,2026,94581,9980,0.80,18443,23898,14070,25630,210188,104626
3196,15922,15922,69174,57292,0.82,12992,69940,62680,0.14,2303,128,-385,15922,72055,59665,15922,2848,1212,0.10,1568,75115,30538,0.09,1482,49515,10716,0.81,12899,18882,13026,17988,173083,91283
3197,7548,7548,72601,55771,0.77,5828,69106,60354,0.18,1330,1739,896,7548,75738,58689,7548,3031,1062,0.09,695,136192,37160,0.09,673,103582,12086,0.78,5919,21825,12985,8395,226538,96007
3198,9876,9876,60512,52473,0.80,7947,62852,57430,0.11,1085,-259,-116,9876,63159,54704,9876,2567,1000,0.11,1039,82492,31168,0.10,992,59178,11591,0.80,7863,14883,10630,11504,129103,72425
3199,32144,32144,60865,49642,0.79,25347,61826,54409,0.12,3801,689,-21,32144,63499,51762,32144,2575,886,0.10,3290,75310,32105,0.10,3124,49278,11226,0.77,24871,15913,10282,36816,150696,67204
3200,2569,2569,48318,44570,0.82,2102,48838,47228,0.06,145,280,119,2569,50059,46110,2569,1706,507,0.08,201,53587,30081,0.07,187,30508,12033,0.75,1936,9982,7004,3132,70059,32457
3201,12990,12990,56665,51950,0.87,11275,57707,54999,0.08,1021,-792,-709,12990,59026,54044,12990,2336,994,0.08,1094,61203,30655,0.08,1027,41484,12897,0.83,10717,12484,9350,14400,98961,54831
3202,1698,1698,70646,52136,0.80,1359,69510,58323,0.18,306,-1160,-1290,1698,73332,54751,1698,2646,996,0.11,188,114651,32644,0.10,178,92137,11886,0.78,1320,21118,12322,1867,147767,73437
3204,20642,20642,79707,57474,0.79,16221,79299,63020,0.19,4004,617,108,20642,83097,60410,20642,3292,1211,0.11,2290,103370,27934,0.10,2132,75565,8506,0.78,16125,25552,14777,22407,206507,83756
3205,7780,7780,96179,66388,0.79,6108,89343,70754,0.18,1362,1008,111,7780,101032,69831,7780,4694,1500,0.12,937,114552,27900,0.11,859,73399,9908,0.81,6330,32753,17491,9027,253580,67101
3206,6669,6669,158146,75823,0.69,4571,121629,77571,0.25,1636,823,314,6669,168893,80519,6669,10626,1751,0.12,820,207368,33644,0.12,785,129954,11560,0.80,5326,67335,23871,7668,544224,159520
3207,11694,11694,107406,72441,0.77,9025,97995,77989,0.21,2472,494,116,11694,112356,76377,11694,4801,1698,0.11,1276,114007,32234,0.10,1208,74940,10537,0.82,9565,38098,20101,13349,309408,109078
3211,765,765,80201,50069,0.76,581,66002,55472,0.19,142,1582,1394,765,83226,53022,765,2954,922,0.09,67,51909,31950,0.08,64,50026,16657,0.76,583,28165,11808,904,223201,96188
3212,10783,10783,64530,54297,0.84,9071,65318,58978,0.11,1230,772,88,10783,67264,56697,10783,2645,1189,0.08,850,74005,31528,0.08,809,50507,13149,0.80,8629,16947,11823,11792,150858,75934
3213,2544,2544,68138,52278,0.80,2040,63632,53993,0.16,397,3463,1720,2544,71251,54997,2544,2996,992,0.09,231,105360,34264,0.09,225,81275,13243,0.79,2008,19751,11544,2733,168169,70358
3214,11371,11371,47190,42607,0.83,9424,47555,45160,0.05,534,1286,718,11371,49013,44385,11371,1813,629,0.10,1098,46846,27900,0.09,1035,28547,12052,0.75,8498,9650,6641,12997,80126,27247
3215,12539,12539,61226,50290,0.81,10212,60908,54048,0.13,1642,2689,1140,12539,63833,52465,12539,2577,1027,0.10,1205,58572,26040,0.09,1133,38079,9818,0.79,9911,15645,9962,13811,164957,66731
3216,36278,36278,63026,49212,0.79,28573,62192,53208,0.13,4586,1323,391,36278,65839,51593,36278,2769,969,0.10,3709,72971,26559,0.10,3468,48046,10178,0.76,27549,17808,10870,39406,187877,75659
3217,12166,12166,63799,55806,0.88,10763,63120,57956,0.09,1101,-275,-211,12166,66543,58247,12166,2714,1362,0.11,1302,52329,23892,0.10,1234,30858,10046,0.84,10259,15329,11008,12262,106360,51432
3218,9248,9248,71712,55812,0.82,7610,67682,59092,0.14,1320,1130,97,9248,74794,58909,9248,3039,1254,0.11,1000,76254,26704,0.10,931,46626,9789,0.81,7503,20328,12448,10117,177035,80686
3219,11341,11341,54837,46902,0.82,9302,55198,50031,0.09,981,1644,663,11341,57256,48793,11341,2394,906,0.10,1123,69681,24254,0.09,1056,47661,9128,0.78,8823,12870,8216,12858,135111,56583
3220,11498,11498,88772,56442,0.75,8649,71606,56009,0.18,2093,2503,1206,11498,93291,59866,11498,4383,1180,0.11,1226,131438,31196,0.10,1142,80859,11941,0.79,9028,29979,14124,12572,309328,96417
3221,1510,1510,92767,55037,0.66,1004,72017,56812,0.22,334,2629,2064,1510,97157,58684,1510,4060,962,0.11,170,210329,40623,0.11,165,169151,22462,0.76,1154,34698,14034,1612,357083,146354
3222,10433,10433,59865,48000,0.76,7919,59226,52556,0.11,1159,2918,988,10433,62561,50335,10433,2623,893,0.10,1023,100641,32860,0.10,995,68750,12352,0.75,7857,16330,9939,11487,190373,80557
3223,5107,5107,58208,41444,0.67,3400,57533,50000,0.15,741,2371,1196,5107,61124,44005,5107,2756,563,0.10,508,58951,27478,0.10,492,39715,10856,0.67,3420,18715,9533,5945,244308,108702
3224,8564,8564,56995,48359,0.77,6590,59445,53764,0.11,950,1386,250,8564,59522,50556,8564,2407,940,0.09,802,90086,32564,0.09,765,64763,13901,0.75,6464,14651,9950,9394,177115,80754
3225,3391,3391,67241,44821,0.57,1948,64410,52400,0.16,546,4182,2804,3391,71510,47476,3391,4095,788,0.11,387,178421,33630,0.11,368,147545,11224,0.67,2276,24109,11309,3645,426509,168262
3226,10568,10568,70638,50781,0.75,7874,65967,55436,0.15,1630,1744,720,10568,73843,54035,10568,3144,1080,0.11,1195,85264,38016,0.11,1140,52900,13428,0.77,8088,21706,12155,11694,251545,112451
3227,3406,3406,85852,54136,0.67,2269,78142,57794,0.18,597,1666,1619,3406,90314,57640,3406,4400,1198,0.13,427,109721,34863,0.12,397,78871,12431,0.75,2554,30964,15192,3755,424430,152875
3228,14860,14860,77528,55864,0.74,11058,71361,58902,0.17,2560,1486,901,14860,81093,59116,14860,3490,1246,0.13,1943,87101,38484,0.13,1872,52107,12670,0.78,11624,24464,14047,16012,239718,103958
3230,1927,1927,65873,45000,0.64,1241,61806,48210,0.17,335,4951,3956,1927,70009,48316,1927,4082,935,0.14,276,82685,33418,0.14,261,49896,13209,0.71,1360,21349,10449,2173,378222,124360
3231,944,944,65578,42278,0.63,594,58898,40056,0.16,152,5386,5044,944,70177,44821,944,4582,968,0.15,145,59046,32777,0.15,141,32511,14172,0.71,672,21468,10239,1023,405188,147265
3232,883,883,61415,41855,0.62,545,49874,40545,0.17,146,3071,3161,883,65151,44389,883,3205,480,0.12,110,106130,35406,0.12,109,70899,14340,0.70,616,19725,8133,991,317065,66401
3233,1424,1424,53248,40709,0.66,938,49426,40244,0.15,215,7010,4019,1424,56309,43401,1424,2608,454,0.15,211,74455,30650,0.15,212,48024,11860,0.71,1016,14106,6885,1579,212784,69479
3234,130,130,66356,44795,0.54,70,65940,44298,0.24,31,4337,4594,130,70249,45934,130,3833,732,0.21,27,33528,18290,0.18,24,16993,7806,0.66,86,24575,11467,163,313590,70239
3235,286,286,58415,41180,0.60,171,64920,48082,0.18,51,2443,1039,286,62444,45240,286,3607,686,0.22,62,83172,27004,0.19,54,68123,20660,0.69,196,18071,8517,296,251194,94276
3236,165,165,48255,33411,0.65,107,52733,40920,0.17,28,4295,1562,165,51254,36086,165,2049,450,0.15,25,58919,25610,0.15,24,39652,13332,0.61,101,14743,6773,166,207381,81204
3237,156,156,42311,34881,0.54,85,43896,36400,0.15,24,3724,4273,156,45825,36428,156,2964,200,0.21,33,59012,39925,0.21,32,43241,12624,0.71,110,8927,3913,164,162736,65450
3238,169,169,54434,40209,0.62,104,50184,38731,0.18,31,3670,2593,169,59300,42458,169,3783,429,0.23,39,193302,40000,0.22,37,158550,17712,0.67,113,17450,7380,177,240794,75414
3239,269,269,55663,42518,0.74,198,52660,46431,0.11,29,1509,704,269,58361,45829,269,2248,572,0.16,44,93414,32004,0.15,41,84116,24824,0.71,191,15814,8429,315,155803,57833
3240,1424,1424,66962,52775,0.77,1094,64366,55312,0.16,223,1475,1085,1424,70340,55624,1424,3212,972,0.14,199,101331,37039,0.14,196,83212,22551,0.78,1117,19375,11545,1530,244606,100417
3241,1803,1803,55863,46734,0.75,1356,57191,52062,0.12,212,2157,1197,1803,58729,49556,1803,2554,810,0.13,237,67302,31238,0.13,230,48625,21342,0.74,1339,14791,9281,1945,165708,65250
3242,620,620,56668,45066,0.68,422,53679,49176,0.13,78,5856,4382,620,60096,48602,620,2618,626,0.16,97,113092,45636,0.14,89,101751,22922,0.74,456,15837,8930,648,207552,76521
3243,230,230,58230,43993,0.67,153,56568,48604,0.09,21,9342,4160,230,63966,49064,230,4351,760,0.17,38,77991,25949,0.16,37,58094,16923,0.68,157,17524,10101,248,228732,90923
3249,2189,2189,54011,44083,0.68,1496,52990,48500,0.13,279,3209,2319,2189,58509,47118,2189,3039,655,0.14,308,114407,41204,0.14,305,102870,27245,0.71,1550,14855,8988,2291,185997,75434
3250,7379,7379,53717,47962,0.79,5866,54041,51070,0.10,734,3171,1787,7379,56538,50500,7379,2705,874,0.07,538,101904,35075,0.07,532,82115,16871,0.77,5707,12623,8665,8245,155360,59343
3251,347,347,50335,45280,0.71,245,53631,51012,0.12,43,381,1,347,54448,47847,347,3558,797,0.16,56,93803,46349,0.17,58,69361,20804,0.71,245,13046,7958,370,164865,63783
3254,190,190,48285,44550,0.81,154,48479,46170,0.09,18,2477,1840,190,50516,46331,190,2152,862,0.09,17,154161,71275,0.08,16,140834,71460,0.75,142,10170,7739,210,115338,43529
3260,2876,2876,52533,45537,0.72,2062,52035,46467,0.11,326,3844,2195,2876,55977,47910,2876,2848,556,0.10,278,98234,39856,0.09,272,76795,20147,0.74,2140,12989,8581,3145,186777,70706
3264,1423,1423,53914,45534,0.73,1043,51901,48998,0.13,182,4336,2474,1423,57018,48172,1423,2777,711,0.09,125,144365,44817,0.08,120,120698,24663,0.74,1048,13677,8736,1558,180072,72776
3265,1636,1636,55909,46909,0.69,1134,53501,48308,0.12,191,4815,2717,1636,60684,50293,1636,3739,745,0.12,193,102523,36250,0.11,182,86912,21637,0.77,1258,13807,8743,1744,142615,55010
3266,1821,1821,51078,44171,0.68,1238,52304,49397,0.11,199,3780,2064,1821,54050,47570,1821,2601,440,0.11,195,107471,33640,0.10,187,87513,21781,0.70,1278,12925,8643,1943,161404,64237
3267,172,172,43876,44406,0.60,103,47958,44522,0.12,21,2965,3211,172,47939,47196,172,2797,356,0.12,20,139700,41616,0.11,19,104139,21186,0.75,129,10848,6651,174,113717,45005
3268,1777,1777,48268,43167,0.64,1129,51035,45841,0.10,182,2941,1846,1777,52971,46668,1777,3393,583,0.12,214,147146,44082,0.12,205,118777,25047,0.72,1273,13087,7515,1853,180094,56181
3269,466,466,62211,44116,0.67,311,55755,43793,0.15,72,4060,2611,466,66932,47768,466,3870,492,0.13,60,84507,29524,0.12,57,67217,12848,0.71,331,19832,9376,482,188131,56291
3270,167,167,54507,44444,0.58,97,55295,43421,0.22,36,2954,3233,167,58318,47046,167,3700,535,0.18,30,143503,48079,0.16,27,121960,23633,0.69,116,15200,9003,177,229649,76733
3271,131,131,38044,35218,0.55,72,37359,36540,0.12,16,6585,4920,131,43237,38624,131,5184,470,0.15,19,111083,26682,0.15,19,92053,7179,0.64,84,10197,4434,132,157680,34176
3272,878,878,47395,41418,0.71,620,47115,41808,0.10,89,3034,1423,878,51055,43936,878,2827,746,0.12,105,169102,51215,0.11,98,166803,31607,0.69,605,12259,7160,966,134068,57973
3273,100,100,69541,49076,0.41,41,37334,37381,0.13,13,-422,2350,100,74365,51301,100,4011,156,0.11,11,142791,50988,0.09,9,99997,29609,0.71,71,21397,11659,94,359597,44417
3274,157,157,45667,35994,0.48,76,41998,37518,0.13,20,5757,3296,157,52330,41716,157,4706,120,0.10,15,227204,111969,0.10,15,232420,71951,0.62,98,18000,6338,154,190391,70459
3275,305,305,59458,53071,0.84,255,58207,55385,0.12,38,248,356,305,62564,56395,305,3088,1034,0.12,38,84342,55408,0.12,38,51540,30470,0.81,248,14217,10074,334,139331,67868
3276,301,301,54078,46619,0.70,212,52513,50140,0.14,42,8714,3440,301,58355,50769,301,3631,758,0.09,28,69032,41985,0.08,25,62076,27284,0.79,238,12124,7759,318,118539,47516
3277,1159,1159,61881,51198,0.72,832,56792,52820,0.12,144,3183,1563,1159,65988,53888,1159,3665,979,0.11,125,105318,44685,0.11,124,66573,27020,0.79,918,16072,10025,1235,191994,76966
3278,203,203,57655,49711,0.79,160,53741,50023,0.13,26,6467,3163,203,61062,51219,203,2784,1228,0.10,21,94410,37325,0.10,21,68956,21545,0.77,157,14064,9502,230,128122,49316
3279,224,224,58267,48858,0.63,142,49997,44514,0.16,36,6535,4478,224,62345,51188,224,3525,582,0.17,39,116992,83999,0.17,38,97857,41766,0.78,174,14743,8761,227,142479,41438
3280,20498,20498,58037,48283,0.80,16361,55328,50297,0.11,2201,3379,1484,20498,61016,50724,20498,2929,911,0.09,1771,95771,33944,0.08,1681,61730,12895,0.78,15946,14650,8894,22576,176359,67818
3281,1170,1170,61323,48465,0.73,859,60616,51519,0.14,163,2347,1926,1170,65041,52030,1170,3374,1028,0.10,120,118734,53010,0.10,113,88118,28911,0.78,918,16192,9689,1242,209648,94544
3282,1678,1678,54325,47032,0.76,1269,55049,51196,0.13,219,3466,2275,1678,57750,50316,1678,2748,820,0.11,191,95614,41962,0.11,182,78404,18027,0.79,1318,12616,8276,1808,161245,78588
3283,791,791,59756,49203,0.73,578,56559,49726,0.18,144,3133,1820,791,64164,52780,791,3864,885,0.11,87,132153,44628,0.11,88,109647,16362,0.78,617,15934,9830,872,170769,73264
3284,2194,2194,60688,45244,0.64,1397,57309,47875,0.15,340,6208,2546,2194,64272,48602,2194,3231,694,0.13,284,109519,41562,0.13,281,70240,15982,0.73,1600,17591,9881,2430,271055,104262
3285,779,779,59400,44910,0.68,532,56166,50651,0.16,121,3510,2469,779,63827,49117,779,3690,640,0.13,98,180601,48824,0.12,94,168836,43574,0.72,561,17188,9601,803,203268,89744
3286,351,351,57812,43492,0.64,225,42989,38706,0.13,47,1929,796,351,60863,45773,351,2613,322,0.13,44,125989,41800,0.13,44,78553,24432,0.73,255,16824,7540,367,155490,64629
3287,286,286,48838,44718,0.66,190,45516,42602,0.10,28,1416,28,286,53156,48032,286,3069,500,0.11,32,121959,70000,0.10,28,139570,55148,0.73,210,12381,8847,299,138914,48560
3289,448,448,47119,40247,0.65,292,44455,41403,0.11,49,2115,1364,448,51614,44094,448,2870,345,0.12,54,122776,65443,0.12,53,90585,47865,0.71,317,11265,6780,496,171091,68815
3292,101,101,47606,40169,0.59,60,52648,43634,0.19,19,5210,4738,101,50567,42838,101,2575,413,0.13,13,48191,15754,0.12,12,22666,15634,0.68,69,13314,6306,120,215057,127714
3293,208,208,58925,48539,0.58,120,45274,39669,0.12,25,484,295,208,64546,52748,208,4447,400,0.15,32,137198,60385,0.14,30,129523,39384,0.73,151,14828,8762,218,234737,78398
3294,639,639,51927,43964,0.63,405,49601,45240,0.16,100,3132,1443,639,57203,48124,639,4043,400,0.13,83,167624,68964,0.12,77,162025,50900,0.74,470,13224,7948,661,226959,81099
3300,6056,6056,53149,45320,0.75,4571,52185,47946,0.12,732,3749,1874,6056,55834,47520,6056,2523,642,0.09,528,100182,36522,0.08,506,76063,15938,0.74,4511,13163,8205,6601,182326,71535
3301,781,781,53041,44734,0.66,516,51708,46130,0.18,137,7175,3068,781,58276,47252,781,3737,440,0.14,110,174817,46208,0.14,107,160007,36846,0.70,546,16091,8960,811,233767,82939
3302,246,246,56430,45816,0.67,164,53014,48491,0.17,43,5650,3212,246,60373,50300,246,3306,465,0.12,29,89092,48288,0.12,30,67130,36372,0.72,178,16536,10198,259,181453,68950
3303,192,192,47226,43050,0.65,124,54207,50250,0.09,18,5231,2082,192,51424,45103,192,3005,327,0.19,36,149601,62326,0.19,36,124629,44426,0.73,141,12142,7644,190,169247,52897
3304,1523,1523,53769,45000,0.71,1086,51087,47260,0.09,142,2462,1273,1523,56626,47264,1523,2451,466,0.11,168,146536,39035,0.11,165,121967,28861,0.73,1105,13293,8690,1692,163029,69403
3305,7511,7511,55870,45725,0.79,5943,57249,50105,0.11,811,2100,1722,7511,58234,47849,7511,2248,726,0.09,655,83481,31500,0.08,636,64985,17522,0.74,5570,14314,9395,8533,185223,76559
3309,60,60,45782,37844,0.48,29,44461,37084,0.12,7,8887,1381,60,48499,38160,60,2716,295,0.13,8,202714,72484,0.13,8,157153,28348,0.72,43,9757,4909,62,139868,65237
3310,156,156,53199,47263,0.67,105,49835,48988,0.10,16,3268,2825,156,55894,51654,156,2661,394,0.16,25,139290,33506,0.14,22,128129,19090,0.76,118,12476,8806,171,114601,61000
3311,909,909,48569,38969,0.69,626,49523,44738,0.09,83,4135,2777,909,51057,41714,909,1969,380,0.12,113,144337,60664,0.12,113,111204,41625,0.67,611,12626,7320,1022,149868,64498
3312,557,557,55663,43169,0.57,320,45456,41446,0.16,88,6328,2389,557,59037,46300,557,2678,180,0.13,74,106601,41640,0.13,72,93370,31794,0.71,398,14564,8195,564,192005,64639
3314,357,357,53626,43816,0.61,216,48514,42028,0.16,58,4470,2952,357,57382,46938,357,2955,394,0.13,47,123558,41726,0.11,41,126171,52281,0.73,259,14116,8024,361,203601,80971
3315,973,973,52973,44374,0.63,616,48688,43726,0.15,146,4185,2956,973,58373,48236,973,3563,397,0.11,103,132630,56647,0.10,100,103277,30216,0.74,722,13211,8233,1010,215716,69487
3317,116,116,46731,36180,0.61,71,40431,33602,0.19,22,7223,2322,116,50305,38120,116,3277,430,0.22,26,141919,64932,0.22,26,121221,57391,0.66,77,13032,7650,125,145559,55442
3318,691,691,51324,44697,0.68,470,48809,46432,0.14,100,6346,3064,691,54987,48487,691,3219,377,0.10,71,148198,66737,0.10,67,123217,42258,0.71,494,13729,9567,762,146175,63506
3319,229,229,59251,43994,0.63,144,49219,47196,0.14,32,4375,2806,229,63506,46994,229,2942,313,0.11,25,99318,44343,0.11,25,101693,35418,0.73,168,17510,8606,248,153966,63277
3321,1069,1069,61989,53741,0.75,800,64592,57578,0.14,154,670,-145,1069,64888,56058,1069,2778,880,0.12,132,91834,45930,0.12,129,64338,19059,0.75,802,17705,12425,1145,183073,93654
3322,116,116,46464,42371,0.70,81,49175,48117,0.10,12,5585,2398,116,49560,46796,116,2852,465,0.15,17,139096,44360,0.14,16,139363,33868,0.74,86,10767,8571,116,134372,45157
3323,70,70,56089,49430,0.67,47,45767,36325,0.11,8,16800,13466,70,62717,53785,70,5717,1240,0.11,8,176012,194756,0.13,9,139605,130250,0.73,51,15906,11885,74,248644,71310
3324,325,325,47296,43084,0.62,203,48199,45360,0.08,25,4343,3248,325,51830,46529,325,3841,728,0.15,48,145318,49772,0.14,46,126753,28970,0.73,237,11526,8339,345,198256,55819
3325,275,275,41391,38779,0.60,164,42802,40097,0.20,55,632,1471,275,45625,42249,275,3656,354,0.12,33,130880,57893,0.12,32,133629,59524,0.64,176,11985,6303,290,259279,65468
3328,1313,1313,64041,54828,0.84,1105,63237,56507,0.09,116,505,-25,1313,67069,57336,1313,2812,1160,0.09,122,95432,48976,0.09,115,70890,19470,0.80,1052,16662,11839,1441,147828,86075
3329,185,185,48249,41978,0.74,136,48891,43010,0.13,24,-1893,412,185,51651,43650,185,2991,600,0.15,27,92444,38447,0.14,26,88970,29834,0.67,124,12497,9477,193,181685,65970
3330,134,134,46146,39940,0.71,95,50111,45086,0.11,15,6776,3473,134,48919,44108,134,2394,335,0.17,23,107242,54117,0.16,22,100912,25180,0.67,90,12268,8702,146,208435,49033
3331,4203,4203,63377,54101,0.83,3478,64499,58656,0.12,498,638,-188,4203,66251,56716,4203,2746,1175,0.09,377,67807,31384,0.09,376,47688,13946,0.80,3370,16594,11597,4444,163399,89338
3332,735,735,57646,48902,0.81,593,57397,53034,0.14,104,1846,1056,735,60374,51851,735,2617,969,0.10,75,57767,32251,0.10,74,40321,17698,0.77,563,14567,10660,824,197522,78891
3333,529,529,57489,47501,0.73,388,55991,51658,0.11,59,1288,1875,529,61441,50537,529,3049,748,0.13,68,93234,39981,0.13,68,66770,29794,0.74,390,16264,8999,564,181356,71793
